GP,Ortg,usg,ORB_per,DRB_per,AST_per,TO_per,FT_per,twoP_per,TPM,TP_per,stl_per,ftr,porpag,bpm,gbpm,blk,pts,height_cm,Height_Impact,REB_per,FT_efficiency
29,101.4,24.6,2.0,13.5,8.7,14.8,0.745,0.487,66,0.353,1.8,27.4,1.8866,-1.888,-1.19602,0.5161,14.4839,195.58,-369.25504,15.5,20.413
27,96.7,27.2,2.0,7.8,17.8,25.6,0.793,0.487,20,0.303,1.8,54.0,1.90087,-1.44798,-0.341877,0.1111,11.4815,193.04,-279.5180592,9.8,42.822
29,107.3,18.7,9.0,17.2,2.8,12.1,0.5,0.649,3,0.176,1.2,56.8,0.520579,-4.16567,-2.44074,0.4828,3.5862,205.74,-857.0449458000002,26.2,28.4
28,126.8,21.3,3.4,8.5,10.6,13.9,0.897,0.519,56,0.459,2.8,43.3,3.12106,5.73617,7.21907,0.1786,11.7143,185.42000000000002,1063.6006414,11.9,38.8401
16,88.2,21.9,9.4,17.0,10.0,9.8,0.636,0.321,0,0.0,2.8,39.3,0.0462132,-5.07974,-3.55416,0.0625,1.5625,203.2,-1032.203168,26.4,24.994799999999998
11,23.7,17.3,5.4,29.4,0.0,60.7,0.5,0.0,0,0.0,2.6,100.0,-0.513999,-17.0333,-14.0267,0.0909,0.0909,215.9,-3677.4894700000004,34.8,50.0
22,98.2,15.6,6.2,9.6,6.0,21.6,0.727,0.556,3,0.3,1.3,39.3,0.117309,-3.00504,-3.79585,0.0,2.2,198.12,-595.3585248,15.8,28.571099999999998
7,27.1,11.8,0.0,12.4,17.8,52.9,0.0,0.0,0,0.0,0.0,0.0,-0.321341,-13.9214,-9.36276,0.0,0.0,210.82,-2934.909548,12.4,0.0
30,109.2,17.6,11.0,17.4,5.4,17.5,0.5,0.566,1,0.333,3.2,44.8,1.30258,6.27877,5.95994,0.6667,5.6333,208.28,1307.7422156,28.4,22.4
29,90.1,9.2,0.8,8.4,10.4,24.9,0.875,0.542,11,0.282,2.6,12.7,-0.834543,-1.45801,-0.895271,0.3103,2.2759,195.58,-285.1575958,9.200000000000001,11.112499999999999
12,164.6,12.1,8.6,17.3,0.0,0.0,0.75,0.8,0,0.0,6.6,80.0,0.483634,8.32897,15.9755,0.0,0.9167,200.66,1671.2911202,25.9,60.0
36,97.8,22.2,12.0,12.4,11.8,22.1,0.628,0.477,0,0.0,2.9,59.3,1.23598,4.09185,1.16196,1.1111,7.3889,205.74,841.857219,24.4,37.2404
9,8.5,9.0,3.0,3.0,0.0,18.4,0.0,0.0,0,0.0,3.3,33.3,-1.06982,-8.06582,-13.5541,0.0,0.0,200.66,-1618.4874412000001,6.0,0.0
3,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.299094,-13.6014,-16.5744,0.0,0.0,182.88,-2487.424032,0.0,0.0
23,96.3,20.4,17.0,10.1,8.2,27.6,0.462,0.564,0,0.0,0.3,47.3,0.556724,2.3184,0.810597,0.4348,3.2174,208.28,482.876352,27.1,21.8526
27,86.8,19.2,5.8,18.1,8.8,25.0,0.8,0.5,17,0.274,1.0,19.5,0.146447,-1.16052,-2.05354,1.4815,5.0741,208.28,-241.7131056,23.900000000000002,15.600000000000001
28,92.8,15.2,1.5,6.8,16.8,26.1,0.688,0.509,19,0.317,2.1,28.3,-0.104551,-5.0932,-5.48273,0.4,4.7667,182.88,-931.444416,8.3,19.470399999999998
33,85.5,23.9,2.1,8.8,32.3,28.0,0.728,0.419,35,0.245,3.6,29.8,0.628554,-3.29752,-4.58959,0.0,8.2424,180.34,-594.6747568000001,10.9,21.6944
6,213.6,1.0,7.6,15.9,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.555609,-7.29817,-7.34977,0.1667,0.0,203.2,-1482.988144,23.5,0.0
32,99.2,18.1,4.6,8.9,10.5,17.7,0.619,0.3,22,0.349,1.8,25.3,0.542334,1.54395,3.26737,0.0938,2.8438,195.58,301.965741,13.5,15.6607
28,94.0,14.5,5.2,14.6,18.7,25.7,0.533,0.438,18,0.29,2.1,23.8,-0.0126154,-4.22215,-3.84362,0.1429,4.5,193.04,-815.0438359999999,19.8,12.685400000000001
31,89.0,13.6,3.6,13.5,18.8,28.8,0.739,0.348,4,0.25,2.0,59.0,0.0347556,-0.418266,-0.556429,0.0312,1.4062,177.8,-74.36769480000001,17.1,43.601
9,38.6,23.4,0.0,19.2,0.0,42.2,1.0,0.0,0,0.0,0.0,66.7,-0.211802,-19.5098,-20.4018,0.0,0.2222,190.5,-3716.6168999999995,19.2,66.7
32,95.2,20.9,4.4,14.5,17.5,21.5,0.753,0.472,17,0.239,1.4,43.0,1.05699,-1.64526,-1.40661,0.2812,6.5938,195.58,-321.7799508,18.9,32.379
28,100.7,16.6,9.3,17.0,12.8,19.9,0.629,0.479,6,0.316,1.1,45.6,0.72572,-0.736348,-2.46236,0.2143,6.0357,198.12,-145.88526576,26.3,28.6824
32,88.9,17.5,1.7,5.2,12.8,16.5,0.636,0.463,21,0.233,1.8,44.4,0.431794,-1.73963,-2.03994,0.1875,6.8438,187.96,-326.98085480000003,6.9,28.2384
28,100.0,13.6,2.3,10.5,3.2,12.9,0.6,0.364,30,0.337,0.4,15.0,0.422031,-2.18958,-2.85204,0.1071,3.8214,200.66,-439.3611228,12.8,9.0
34,86.7,15.1,7.6,14.7,2.3,24.5,0.583,0.5,8,0.296,0.2,23.5,-0.021843,0.0352199,-0.92527,0.4118,1.6176,203.2,7.1566836799999995,22.299999999999997,13.7005
6,34.6,10.3,0.0,28.7,19.7,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.290365,-9.0689,-8.51499,0.0,0.0,187.96,-1704.590444,28.7,0.0
14,63.5,20.1,7.1,21.3,3.4,31.7,0.5,0.286,2,0.286,1.8,42.9,-0.364385,-10.3386,-9.00598,0.2143,0.9286,200.66,-2074.543476,28.4,21.45
16,64.7,10.4,3.4,15.4,2.4,15.4,0.0,0.308,0,0.0,0.8,15.4,-0.46951,-4.47543,-5.43218,0.125,0.5,203.2,-909.407376,18.8,0.0
27,110.8,21.5,7.3,22.2,15.0,21.4,0.703,0.543,10,0.435,0.7,53.6,0.751603,-0.489926,0.738633,0.1429,4.1071,205.74,-100.79737524,29.5,37.6808
33,93.8,18.3,5.1,16.0,16.4,27.8,0.642,0.49,8,0.308,2.6,42.1,0.721696,2.87733,1.3964,0.0303,4.7273,190.5,548.1313650000001,21.1,27.028200000000002
3,80.0,34.3,35.1,11.4,18.2,17.2,0.25,0.333,0,0.0,0.0,133.3,0.0155121,-5.90281,-11.2806,0.0,1.0,198.12,-1169.4647172,46.5,33.325
35,100.0,13.2,1.5,12.3,14.4,26.6,0.778,0.397,24,0.393,2.0,52.9,0.118503,0.283768,-1.01228,0.0857,4.7714,190.5,54.057804000000004,13.8,41.1562
26,86.2,18.1,3.6,6.5,9.2,17.3,0.781,0.457,5,0.143,1.4,22.9,-0.42368,-7.43594,-7.98437,0.1923,5.2308,187.96,-1397.6592824000002,10.1,17.8849
29,69.3,12.8,8.8,15.0,3.3,25.1,0.478,0.273,0,0.0,1.8,52.3,-0.834804,-3.43514,-5.52459,0.6552,1.2069,203.2,-698.020448,23.8,24.999399999999998
29,79.5,20.7,4.1,9.5,8.8,22.1,0.638,0.329,10,0.303,1.0,42.0,-0.304882,-9.5867,-8.04471,0.1379,3.8621,193.04,-1850.616568,13.6,26.796
29,100.8,9.6,7.6,10.4,2.3,23.0,0.133,0.638,0,0.0,1.5,31.9,-0.164799,-2.61113,-3.07664,0.1724,2.1379,203.2,-530.581616,18.0,4.2427
3,147.0,25.1,0.0,39.3,0.0,0.0,0.0,0.0,2,0.5,0.0,0.0,0.419246,6.37699,40.588,0.0,2.0,198.12,1263.4092588,39.3,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.320474,-6.20829,-13.8772,0.0,0.0,185.42000000000002,-1151.1411318,0.0,0.0
30,88.7,20.4,2.9,8.4,25.7,29.2,0.602,0.414,2,0.286,3.3,92.5,-0.0877912,-3.66477,-3.89281,0.0333,4.9,182.88,-670.2131376,11.3,55.684999999999995
4,126.6,29.1,0.0,15.3,0.0,0.0,0.0,1.0,2,0.4,7.6,0.0,0.356567,8.65283,16.672,0.0,2.0,193.04,1670.3423031999998,15.3,0.0
30,93.2,26.0,1.2,10.5,20.4,22.9,0.891,0.377,56,0.346,1.2,41.6,1.61416,-3.48346,-2.33252,0.4333,13.8667,185.42000000000002,-645.9031532,11.7,37.0656
5,19.5,6.0,4.5,10.8,0.0,90.6,0.0,0.0,0,0.0,0.0,0.0,-1.12497,-10.102,-12.4715,0.1667,0.0,203.2,-2052.7264,15.3,0.0
4,35.4,17.5,11.9,31.6,14.2,63.9,0.0,0.0,0,0.0,5.6,0.0,-0.479293,-4.67645,-5.38956,0.0,0.0,198.12,-926.498274,43.5,0.0
26,91.5,23.0,11.7,14.9,4.7,22.4,0.636,0.492,0,0.0,1.6,47.8,0.418014,-1.87048,-1.41188,0.2308,3.2692,198.12,-370.57949759999997,26.6,30.4008
35,112.7,16.0,12.7,20.5,2.2,21.7,0.7,0.632,0,0.0,1.2,48.0,1.50803,5.47487,3.04937,1.8286,5.7143,208.28,1140.3059236000001,33.2,33.599999999999994
26,82.8,13.3,1.4,12.0,21.2,38.8,0.667,0.471,0,0.0,1.0,70.6,-0.229361,-5.79445,-5.44292,0.0385,0.9231,193.04,-1118.560628,13.4,47.090199999999996
26,101.5,23.0,1.5,7.1,11.4,15.4,0.763,0.521,49,0.363,1.9,13.8,1.96849,-1.79957,-0.45783,0.1538,12.3846,180.34,-324.5344538,8.6,10.5294
32,105.7,19.6,7.3,16.4,6.3,17.5,0.702,0.443,45,0.441,1.8,36.2,2.28961,4.20945,3.9805,0.7879,10.5152,200.66,844.6682370000001,23.7,25.4124
16,70.5,10.9,6.9,19.2,3.2,45.2,0.625,0.462,0,0.0,1.1,61.5,-0.883808,-3.38379,-5.60336,0.5625,1.0625,208.28,-704.7757812,26.1,38.4375
7,80.4,19.7,0.0,23.6,25.3,21.3,0.5,0.333,0,0.0,0.0,66.7,-0.0572862,-8.97892,-12.3266,0.0,0.4286,210.82,-1892.9359144,23.6,33.35
39,74.2,20.1,1.8,17.1,23.4,38.6,0.622,0.313,2,0.222,4.0,64.9,-0.2106,0.180102,0.0126897,0.05,1.525,187.96,33.851971920000004,18.900000000000002,40.3678
29,90.9,16.8,2.8,7.9,21.6,31.9,0.763,0.475,10,0.263,2.0,27.7,-0.025459,-4.19604,-5.52428,0.0,5.2759,182.88,-767.3717952,10.7,21.1351
26,102.2,11.7,5.3,13.0,18.1,19.5,1.0,0.308,3,0.333,2.3,9.1,0.125765,2.53727,3.00429,0.1154,0.7308,195.58,496.2392666,18.3,9.1
4,59.0,20.3,0.0,10.8,16.3,11.0,0.2,0.111,2,0.25,1.1,29.4,-1.27594,-10.5739,-12.5756,0.0,2.25,187.96,-1987.470244,10.8,5.88
10,69.3,21.5,12.9,4.2,0.0,31.5,0.5,0.333,0,0.0,2.3,66.7,-0.137585,-11.5828,-11.5175,0.0,0.6,195.58,-2265.3640240000004,17.1,33.35
6,49.1,27.8,0.0,15.1,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,-0.136018,-19.8572,-25.6541,0.0,0.3333,177.8,-3530.61016,15.1,0.0
17,48.9,12.1,6.1,6.7,7.1,25.1,0.0,0.667,0,0.0,0.0,0.0,-0.538132,-13.4336,-16.118,0.0,0.3158,185.42000000000002,-2490.8581120000003,12.8,0.0
27,82.2,21.7,5.2,21.8,0.6,23.5,0.431,0.495,0,0.0,0.8,46.8,-0.21124,-8.28928,-6.19956,1.2222,4.8148,215.9,-1789.655552,27.0,20.1708
5,59.6,6.8,0.0,0.0,22.9,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.203081,-12.9541,-8.53243,0.0,0.0,182.88,-2369.045808,0.0,0.0
32,97.9,16.2,6.4,12.4,11.7,29.0,0.638,0.5,14,0.452,1.3,58.6,0.744324,1.66675,-0.0136296,0.303,4.697,198.12,330.21650999999997,18.8,37.3868
9,142.9,12.2,0.0,6.8,0.0,0.0,0.0,0.333,2,0.667,0.0,0.0,0.311982,-4.17053,-0.153303,0.0,0.8889,193.04,-805.0791112,6.8,0.0
11,17.9,11.9,0.0,10.7,11.3,68.4,0.0,0.0,0,0.0,2.7,0.0,-0.960452,-12.7927,-17.1497,0.0,0.0,180.34,-2307.035518,10.7,0.0
17,77.5,21.7,8.6,18.7,8.1,27.1,0.333,0.5,2,0.2,1.2,21.4,-0.207886,-5.79949,-8.43615,0.1176,2.4118,208.28,-1207.9177771999998,27.299999999999997,7.1262
8,407.3,0.4,3.7,3.9,5.7,0.0,0.0,0.0,0,0.0,1.9,0.0,2.81755,-2.82523,-6.18374,0.0,0.0,185.42000000000002,-523.8541466,7.6,0.0
18,61.6,12.0,8.1,13.1,1.9,26.1,0.333,0.3,0,0.0,2.5,75.0,-0.538501,0.0735465,-3.38687,0.4444,0.5,200.66,14.75784069,21.2,24.975
8,94.0,19.7,0.0,22.5,13.1,20.7,0.0,0.5,1,0.333,0.0,0.0,0.0224106,-5.87463,-5.48251,0.0,0.625,187.96,-1104.1954548,22.5,0.0
3,76.5,17.8,4.5,9.2,12.1,26.4,0.0,0.2,3,0.333,1.2,0.0,-0.734987,-7.15371,-7.86881,0.0,3.6667,187.96,-1344.6113316,13.7,0.0
22,80.7,18.4,1.0,9.4,14.2,17.2,0.75,0.286,7,0.241,3.2,11.1,-0.150583,-4.07488,-5.21324,0.0,1.2727,200.66,-817.6654208,10.4,8.325
29,101.8,17.0,9.4,20.7,4.0,24.6,0.659,0.579,0,0.0,0.8,46.3,0.676317,-2.55629,-1.61533,0.3103,4.7931,208.28,-532.4240812,30.1,30.5117
41,116.6,19.3,5.0,12.2,12.3,14.6,0.797,0.546,46,0.368,1.9,15.8,3.54348,7.02246,7.4625,0.6098,11.1463,195.58,1373.4527268,17.2,12.592600000000001
6,61.4,33.8,14.0,18.7,0.0,41.8,0.5,0.333,1,0.333,0.0,33.3,-0.128795,-20.4098,-14.8633,0.0,1.0,200.66,-4095.430468,32.7,16.65
30,89.8,16.6,3.7,10.7,12.2,21.8,0.724,0.391,22,0.349,1.9,19.3,-0.103838,-5.00572,-4.80154,0.0333,5.1667,193.04,-966.3041888,14.399999999999999,13.9732
11,71.0,21.3,0.0,9.0,8.7,6.9,0.0,0.143,3,0.3,2.9,5.9,-0.21062,-10.4398,-10.6406,0.0,1.2308,182.88,-1909.230624,9.0,0.0
32,100.0,17.7,11.7,17.1,3.2,23.4,0.545,0.593,0,0.0,0.8,72.8,1.03589,0.615443,-0.560991,1.3438,7.4375,208.28,128.18446803999998,28.8,39.676
34,93.0,20.4,9.7,16.0,1.7,18.7,0.511,0.488,0,0.0,0.8,36.7,0.503982,-3.2884,-3.61916,0.7059,4.3529,210.82,-693.260488,25.7,18.753700000000002
5,23.8,31.3,24.1,0.0,0.0,60.9,0.0,0.0,0,0.0,0.0,0.0,-0.392634,-28.3272,-28.8367,0.0,0.0,190.5,-5396.3316,24.1,0.0
28,86.1,16.5,3.7,9.0,8.3,15.6,0.75,0.455,9,0.231,0.9,11.1,-0.198868,-1.66932,-3.67145,0.4483,2.3103,208.28,-347.68596959999996,12.7,8.325
39,105.6,19.2,5.5,9.3,8.7,12.5,0.636,0.48,31,0.348,3.2,26.8,1.03123,2.84312,3.22417,0.2308,4.9487,187.96,534.3928352,14.8,17.044800000000002
24,99.5,13.5,9.8,16.1,3.5,29.5,0.6,0.611,0,0.0,0.0,83.3,0.0905097,-5.9775,-7.37222,0.0833,1.2917,205.74,-1229.81085,25.900000000000002,49.98
29,99.7,16.2,7.5,13.0,7.3,15.9,0.696,0.425,0,0.0,1.5,49.6,0.409204,-3.11306,-2.79811,0.4483,4.6552,198.12,-616.7594472,20.5,34.5216
7,23.1,11.8,5.3,11.1,8.8,71.9,0.0,0.0,0,0.0,5.7,0.0,-0.669642,-4.03796,-3.88106,0.1429,0.0,200.66,-810.2570536,16.4,0.0
36,92.2,19.5,3.7,8.3,27.1,27.2,0.588,0.468,11,0.333,2.4,26.7,0.984082,1.43825,0.887179,0.0833,5.8611,175.26,252.067695,12.0,15.699599999999998
3,0.0,0.0,0.0,40.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.326756,-8.92401,-1.02604,0.0,0.0,195.58,-1745.3578758000003,40.6,0.0
9,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.43167,-11.0621,-16.2948,0.0,0.0,190.5,-2107.33005,0.0,0.0
30,101.0,16.9,1.5,10.4,14.1,18.2,0.688,0.48,35,0.34,1.4,37.6,0.808564,-0.473741,-1.23045,0.1667,8.5333,190.5,-90.24766050000001,11.9,25.8688
21,88.8,24.2,3.7,9.0,24.6,23.9,0.767,0.396,2,0.133,1.7,49.0,0.298076,-6.29601,-4.56893,0.1429,8.0,185.42000000000002,-1167.4061742000001,12.7,37.583
32,96.7,16.2,7.6,14.6,5.2,21.2,0.675,0.451,18,0.346,1.0,24.2,0.428862,-2.56434,-2.29026,0.25,5.7188,200.66,-514.5604644,22.2,16.335
29,74.0,15.9,5.9,9.9,4.7,32.7,0.75,0.434,0,0.0,1.4,14.3,-0.510991,-6.86076,-6.67314,0.1034,1.7931,203.2,-1394.1064319999998,15.8,10.725000000000001
2,0.0,35.1,0.0,0.0,0.0,57.8,0.0,0.0,0,0.0,0.0,0.0,-0.487953,-36.2244,-41.7135,0.0,0.0,187.96,-6808.738224000001,0.0,0.0
25,84.1,25.9,10.7,18.1,10.4,32.3,0.75,0.5,0,0.0,4.2,30.0,0.0696802,-1.55344,-3.32014,0.0,1.88,198.12,-307.76753279999997,28.8,22.5
26,73.2,10.9,8.8,9.3,1.1,28.9,0.471,0.348,1,1.0,0.9,36.2,-1.17553,-6.60758,-7.53379,0.2692,1.6538,200.66,-1325.8770028,18.1,17.0502
33,94.4,14.5,3.0,11.3,22.4,29.4,0.685,0.39,9,0.31,1.3,61.4,0.33855,-1.34336,-2.02895,0.0909,3.3333,187.96,-252.49794560000004,14.3,42.059000000000005
27,100.5,17.4,13.9,17.5,1.2,12.9,0.483,0.455,0,0.0,2.3,87.9,0.281644,0.487297,-0.360348,0.6296,1.6296,198.12,96.54328164,31.4,42.4557
24,97.6,13.1,7.4,15.0,5.3,17.8,0.471,0.488,6,0.353,0.2,58.6,-0.0182876,-3.90882,-4.34829,0.375,3.0833,198.12,-774.4154184,22.4,27.6006
5,0.0,7.3,0.0,19.8,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.75306,-13.3474,-19.1588,0.0,0.4286,187.96,-2508.777304,19.8,0.0
4,143.9,16.7,7.4,0.0,0.0,0.0,1.0,0.6,0,0.0,0.0,40.0,0.834204,-5.93201,-0.242187,0.0,2.0,205.74,-1220.4517374,7.4,40.0
30,98.8,17.4,5.7,14.7,7.5,16.6,0.703,0.468,5,0.385,0.7,24.3,0.628263,1.57318,1.15358,1.1333,5.7,213.36,335.6536848,20.4,17.0829
32,102.7,18.8,6.6,7.0,19.9,19.5,0.765,0.429,29,0.333,1.8,22.5,1.78142,1.12046,0.770221,0.0938,7.6875,185.42000000000002,207.75569320000002,13.6,17.2125
13,88.5,15.3,5.9,10.5,3.3,20.9,0.667,0.5,1,0.2,0.0,23.1,-0.0613861,-5.90475,-4.02337,0.0769,1.0,190.5,-1124.854875,16.4,15.407700000000002
30,107.1,16.9,6.6,17.6,4.0,17.5,0.654,0.623,34,0.309,0.9,29.5,2.38557,-0.328106,-0.391744,0.4194,11.6774,203.2,-66.6711392,24.200000000000003,19.293
15,107.8,21.1,10.7,18.9,4.4,22.6,0.5,0.727,0,0.0,1.2,90.9,0.313231,-0.897223,-1.31966,0.0667,1.4,208.28,-186.87360644,29.599999999999998,45.45
6,0.0,17.7,0.0,0.0,0.0,43.6,0.0,0.0,0,0.0,0.0,0.0,-0.393986,-19.0777,-31.7861,0.0,0.0,198.12,-3779.673924,0.0,0.0
30,96.8,12.8,6.0,12.3,2.6,18.4,0.389,0.54,6,0.4,1.9,27.7,0.109241,-4.55179,-3.23608,0.2,2.6333,198.12,-901.8006347999999,18.3,10.7753
34,104.6,10.7,2.5,8.5,6.9,14.1,0.625,0.44,26,0.342,1.3,15.8,0.525705,0.275935,0.250101,0.0882,3.2353,195.58,53.9673673,11.0,9.875
33,118.1,15.2,2.4,7.8,6.3,10.1,0.8,0.333,55,0.399,0.4,10.0,1.1112,-2.33526,-0.961886,0.0,5.6061,198.12,-462.6617112,10.2,8.0
29,108.0,14.3,12.7,15.7,2.3,19.3,0.556,0.551,0,0.0,0.9,57.7,0.630411,-2.89184,-4.00178,0.4138,3.8276,203.2,-587.621888,28.4,32.0812
2,85.8,28.8,0.0,11.8,0.0,0.0,1.0,0.4,0,0.0,6.2,16.7,0.254303,-10.0243,0.97694,0.0,2.5,187.96,-1884.1674280000002,11.8,16.7
6,77.6,23.9,8.8,24.2,9.9,36.5,0.5,0.571,1,0.25,1.5,36.4,-0.16376,-6.88045,-3.31829,0.6667,2.1667,205.74,-1415.583783,33.0,18.2
14,46.3,12.4,3.2,15.3,8.2,0.0,0.5,0.0,0,0.0,3.3,50.0,-0.422978,-0.790486,-6.3548,0.0,0.1429,193.04,-152.59541744,18.5,25.0
28,92.4,22.3,4.1,6.5,18.5,21.3,0.667,0.419,22,0.275,2.5,50.8,1.04714,-3.04961,-3.50555,0.0357,11.1429,182.88,-557.7126767999999,10.6,33.8836
35,96.1,25.1,4.3,24.1,26.3,19.0,0.667,0.401,46,0.343,1.9,23.0,2.21694,3.49244,3.77805,0.3714,10.8571,200.66,700.7930104000001,28.400000000000002,15.341000000000001
28,83.7,20.1,3.6,9.1,9.4,24.6,0.718,0.417,20,0.37,1.6,23.1,-0.265774,-6.77026,-5.93823,0.25,6.5714,195.58,-1324.1274508000001,12.7,16.5858
16,52.6,19.8,1.3,11.2,16.7,41.1,0.833,0.182,1,0.143,0.7,33.3,-0.705102,-13.7873,-14.4483,0.0,1.7778,182.88,-2521.421424,12.5,27.738899999999997
26,99.7,8.9,6.4,16.8,2.0,27.6,0.588,0.6,0,0.0,1.8,113.3,-0.0598149,-4.3123,-5.75296,0.0385,1.0769,203.2,-876.2593599999999,23.200000000000003,66.62039999999999
29,93.2,15.7,6.2,17.8,6.2,23.1,0.659,0.496,18,0.353,1.0,23.8,0.0831288,-4.68769,-4.25304,0.9655,6.931,205.74,-964.4453406,24.0,15.6842
33,81.8,16.7,10.3,16.3,1.8,19.2,0.581,0.353,0,0.0,1.4,30.4,-0.306457,-4.78464,-6.19727,0.2941,2.8235,205.74,-984.3918335999999,26.6,17.662399999999998
33,89.8,14.1,4.9,10.2,20.5,31.1,0.444,0.5,6,0.3,1.9,66.2,-0.266715,-2.73363,-3.79971,0.0909,2.6061,190.5,-520.7565149999999,15.1,29.3928
34,80.0,13.1,1.9,8.0,19.2,30.3,0.5,0.347,7,0.241,1.5,20.5,-0.517759,-1.64714,-2.52078,0.0294,1.8529,185.42000000000002,-305.41269880000004,9.9,10.25
9,61.4,12.1,0.0,12.2,0.0,0.0,0.0,0.0,1,0.167,0.0,0.0,-0.267142,-12.9876,-12.4571,0.0,0.3333,198.12,-2573.103312,12.2,0.0
13,21.3,20.0,65.3,0.0,57.9,0.0,0.0,0.0,0,0.0,0.0,0.0,-0.0499962,16.4606,-27.364,0.0,0.0,190.5,3135.7443,65.3,0.0
31,79.3,8.7,0.5,14.8,6.5,44.3,0.765,0.286,3,0.5,1.2,130.8,-0.662402,-5.58238,-6.57768,0.0,0.8387,185.42000000000002,-1035.0848996,15.3,100.06200000000001
29,78.1,17.3,1.2,9.2,26.1,38.3,0.643,0.409,8,0.32,4.7,29.8,-0.294533,-2.56107,-2.78856,0.0345,1.7586,190.5,-487.883835,10.399999999999999,19.1614
27,82.6,11.8,5.3,8.1,1.2,32.6,0.632,0.471,0,0.0,0.0,111.8,-0.303764,-12.0023,-10.4614,0.1111,1.037,193.04,-2316.923992,13.399999999999999,70.6576
26,74.4,17.8,7.5,14.9,1.5,27.0,0.522,0.39,2,0.25,1.3,34.3,-0.426422,-8.57322,-8.01997,0.0769,2.4615,210.82,-1807.4062403999997,22.4,17.9046
29,107.6,15.9,14.3,17.2,13.9,17.8,0.529,0.485,0,0.0,2.8,51.5,0.479576,7.01647,3.52309,0.5517,1.4138,203.2,1425.746704,31.5,27.2435
13,112.0,13.0,4.8,8.2,4.3,12.0,0.8,0.455,11,0.344,1.6,30.8,1.1374,-0.0911071,-1.12656,0.1538,6.0769,190.5,-17.35590255,13.0,24.64
30,71.7,22.0,10.6,20.3,5.1,27.2,0.485,0.381,0,0.0,1.1,39.3,-0.402878,-7.75086,-7.92754,0.1667,2.6667,205.74,-1594.6619364,30.9,19.060499999999998
34,109.9,15.8,1.0,7.7,26.5,25.6,0.848,0.36,56,0.381,3.1,38.4,1.7755,2.16983,2.35624,0.0286,7.2286,177.8,385.79577400000005,8.7,32.563199999999995
27,96.1,14.8,7.4,11.6,6.0,20.6,0.316,0.564,0,0.0,3.6,48.7,0.143969,2.97927,1.44221,0.2593,1.8519,198.12,590.2529724,19.0,15.3892
29,95.3,19.8,2.1,11.8,18.5,25.2,0.63,0.451,15,0.484,1.6,50.7,0.260123,-2.46083,-2.17893,0.2069,6.6552,193.04,-475.0386232,13.9,31.941000000000003
4,128.4,11.0,0.0,20.3,0.0,48.7,0.0,1.0,1,1.0,0.0,0.0,0.223741,-2.56548,7.41349,0.0,1.25,187.96,-482.20762080000003,20.3,0.0
12,63.7,17.2,7.0,3.3,10.7,21.1,0.0,0.429,1,0.083,0.9,0.0,-0.514342,-8.2559,-9.73531,0.0,1.5714,190.5,-1572.7489500000001,10.3,0.0
26,91.6,20.0,5.8,16.7,12.3,20.7,0.688,0.487,9,0.25,2.7,28.6,0.149642,-4.67104,-5.19495,0.2069,5.1724,198.12,-925.4264447999999,22.5,19.6768
5,43.2,34.3,56.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,66.7,-0.149308,-29.7357,-24.5641,0.0,0.0,213.36,-6344.408952000001,56.0,0.0
26,81.3,18.4,3.0,4.4,13.9,30.9,0.533,0.382,18,0.346,1.4,17.4,-0.159533,-6.25773,-5.84483,0.037,3.3333,190.5,-1192.097565,7.4,9.2742
31,104.4,22.6,1.9,9.5,17.0,17.9,0.744,0.51,28,0.318,1.9,36.8,2.22327,-0.408928,-0.829054,0.2121,13.5758,187.96,-76.86210688,11.4,27.379199999999997
28,104.2,15.2,11.0,15.5,11.7,29.3,0.48,0.627,2,0.667,2.6,35.7,0.360468,0.960382,-0.657785,0.6,4.0333,200.66,192.71025211999998,26.5,17.136
25,105.3,13.1,7.0,11.4,3.3,21.5,0.545,0.615,0,0.0,2.1,40.7,0.14846,-2.75141,-4.52855,0.1154,1.7692,213.36,-587.0408376,18.4,22.181500000000003
3,25.5,15.9,0.0,0.0,22.6,53.4,0.0,0.0,0,0.0,8.5,0.0,-0.490825,-15.1719,-13.8588,0.0,0.0,175.26,-2659.027194,0.0,0.0
27,97.5,15.1,7.3,12.2,9.5,29.7,0.694,0.561,0,0.0,0.4,87.8,0.157088,-4.12887,-4.28472,0.0741,2.6296,203.2,-838.9863839999999,19.5,60.93319999999999
9,60.6,16.9,11.3,16.0,0.0,31.8,0.5,0.25,0,0.0,0.0,50.0,-0.226885,-16.9225,-19.2526,0.0,0.3333,205.74,-3481.63515,27.3,25.0
31,88.9,20.4,2.9,9.2,23.1,29.8,0.747,0.392,29,0.299,1.6,39.6,0.750462,-3.24981,-3.41556,0.0,8.7097,180.34,-586.0707354,12.1,29.581200000000003
